"","Monocyte","Neutrophil","Undifferentiated","Other","Monocyte_proportion","Neutrophil_proportion","Undifferentiated_proportion","Other_proportion","lineage_size","entropy"
"Lineage_3485",0,18,2,0,0,0.9,0.1,0,20,0.286396957115956
"Lineage_3489",0,0,16,35,0,0,0.313725490196078,0.686274509803922,51,NA
"Lineage_3491",0,0,3,0,0,0,1,0,3,1
"Lineage_3492",0,4,2,0,0,0.666666666666667,0.333333333333333,0,6,0.650022421648354
"Lineage_3493",0,0,9,0,0,0,1,0,9,1
"Lineage_3497",0,1,16,1,0,0.0555555555555556,0.888888888888889,0.0555555555555556,18,NA
"Lineage_3498",0,0,7,0,0,0,1,0,7,1
"Lineage_3503",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_3504",10,0,4,0,0.714285714285714,0,0.285714285714286,0,14,0.591672778582327
"Lineage_3508",0,0,5,0,0,0,1,0,5,1
"Lineage_3511",3,0,0,0,1,0,0,0,3,0
"Lineage_3516",0,0,0,10,0,0,0,1,10,NA
"Lineage_3517",0,0,0,1,0,0,0,1,1,NA
"Lineage_3519",7,0,22,0,0.241379310344828,0,0.758620689655172,0,29,0.957553483714748
"Lineage_352",0,0,9,5,0,0,0.642857142857143,0.357142857142857,14,NA
"Lineage_3521",0,4,0,0,0,1,0,0,4,0
"Lineage_3522",8,32,1,0,0.195121951219512,0.780487804878049,0.024390243902439,0,41,0.736323027202165
"Lineage_3526",9,1,12,0,0.409090909090909,0.0454545454545455,0.545454545454545,0,22,0.902393282794979
"Lineage_3529",11,21,22,2,0.196428571428571,0.375,0.392857142857143,0.0357142857142857,56,NA
"Lineage_3530",4,24,5,0,0.121212121212121,0.727272727272727,0.151515151515152,0,33,0.715825931060215
"Lineage_3532",0,0,0,1,0,0,0,1,1,NA
"Lineage_3534",0,10,13,0,0,0.434782608695652,0.565217391304348,0,23,0.858981037042596
"Lineage_3537",3,1,1,0,0.6,0.2,0.2,0,5,0.881290899230693
"Lineage_3538",0,0,5,2,0,0,0.714285714285714,0.285714285714286,7,NA
"Lineage_3539",1,0,0,1,0.5,0,0,0.5,2,NA
"Lineage_354",0,1,0,0,0,1,0,0,1,0
"Lineage_3540",0,4,0,1,0,0.8,0,0.2,5,NA
"Lineage_3542",0,0,7,0,0,0,1,0,7,1
"Lineage_3546",0,0,4,0,0,0,1,0,4,1
"Lineage_3550",9,6,1,0,0.5625,0.375,0.0625,0,16,0.974489403398052
"Lineage_3551",0,0,1,6,0,0,0.142857142857143,0.857142857142857,7,NA
"Lineage_3552",0,5,4,0,0,0.555555555555556,0.444444444444444,0,9,0.76420450650862
"Lineage_3554",0,0,4,0,0,0,1,0,4,1
"Lineage_3555",0,5,7,0,0,0.416666666666667,0.583333333333333,0,12,0.870864469235364
"Lineage_3557",0,0,10,1,0,0,0.909090909090909,0.0909090909090909,11,NA
"Lineage_3558",0,0,10,11,0,0,0.476190476190476,0.523809523809524,21,NA
"Lineage_3559",0,0,0,4,0,0,0,1,4,NA
"Lineage_3560",1,5,0,0,0.166666666666667,0.833333333333333,0,0,6,0.650022421648354
"Lineage_3564",0,6,0,0,0,1,0,0,6,0
"Lineage_3565",0,0,8,0,0,0,1,0,8,1
"Lineage_3567",14,2,7,0,0.608695652173913,0.0869565217391304,0.304347826086957,0,23,0.793591230011706
"Lineage_3568",0,0,0,12,0,0,0,1,12,NA
"Lineage_3569",8,4,5,0,0.470588235294118,0.235294117647059,0.294117647058824,0,17,0.959686893774217
"Lineage_3570",3,1,3,0,0.428571428571429,0.142857142857143,0.428571428571429,0,7,0.940285958670631
"Lineage_3571",0,1,1,4,0,0.166666666666667,0.166666666666667,0.666666666666667,6,NA
"Lineage_3572",0,0,3,0,0,0,1,0,3,1
"Lineage_3574",0,1,14,0,0,0.0666666666666667,0.933333333333333,0,15,0.996791631981637
"Lineage_3577",1,0,0,0,1,0,0,0,1,0
"Lineage_358",0,0,19,0,0,0,1,0,19,1
"Lineage_3580",0,0,0,8,0,0,0,1,8,NA
"Lineage_3585",0,0,4,66,0,0,0.0571428571428571,0.942857142857143,70,NA
"Lineage_3587",9,0,0,0,1,0,0,0,9,0
"Lineage_3588",0,0,2,3,0,0,0.4,0.6,5,NA
"Lineage_359",0,0,0,5,0,0,0,1,5,NA
"Lineage_3591",2,0,0,0,1,0,0,0,2,0
"Lineage_3592",0,0,0,25,0,0,0,1,25,NA
"Lineage_3593",0,0,5,0,0,0,1,0,5,1
"Lineage_3595",0,2,4,5,0,0.181818181818182,0.363636363636364,0.454545454545455,11,NA
"Lineage_3596",6,2,0,0,0.75,0.25,0,0,8,0.811278124459133
"Lineage_3597",4,0,0,0,1,0,0,0,4,0
"Lineage_3598",7,0,0,0,1,0,0,0,7,0
"Lineage_36",0,0,0,14,0,0,0,1,14,NA
"Lineage_3600",0,0,0,6,0,0,0,1,6,NA
"Lineage_3603",0,0,11,5,0,0,0.6875,0.3125,16,NA
"Lineage_3604",0,1,5,0,0,0.166666666666667,0.833333333333333,0,6,0.979868756651153
"Lineage_361",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_3612",0,83,4,2,0,0.932584269662921,0.0449438202247191,0.0224719101123595,89,NA
"Lineage_3619",22,0,3,0,0.88,0,0.12,0,25,0.327444919154476
"Lineage_3620",0,0,4,0,0,0,1,0,4,1
"Lineage_3621",3,0,0,0,1,0,0,0,3,0
"Lineage_3622",0,0,6,0,0,0,1,0,6,1
"Lineage_3624",0,0,1,0,0,0,1,0,1,1
"Lineage_3627",0,0,0,1,0,0,0,1,1,NA
"Lineage_3628",0,0,40,0,0,0,1,0,40,1
"Lineage_363",0,0,0,4,0,0,0,1,4,NA
"Lineage_3631",8,8,0,0,0.5,0.5,0,0,16,1
"Lineage_3636",0,0,15,0,0,0,1,0,15,1
"Lineage_3637",7,0,0,0,1,0,0,0,7,0
"Lineage_3638",1,0,2,6,0.111111111111111,0,0.222222222222222,0.666666666666667,9,NA
"Lineage_3639",2,0,0,0,1,0,0,0,2,0
"Lineage_3640",0,0,5,0,0,0,1,0,5,1
"Lineage_3643",1,3,0,4,0.125,0.375,0,0.5,8,NA
"Lineage_3644",0,0,5,0,0,0,1,0,5,1
"Lineage_3645",1,2,3,0,0.166666666666667,0.333333333333333,0.5,0,6,0.979868756651153
"Lineage_3646",0,66,7,0,0,0.904109589041096,0.0958904109589041,0,73,0.277603370092546
"Lineage_3648",4,0,0,0,1,0,0,0,4,0
"Lineage_3649",0,0,15,0,0,0,1,0,15,1
"Lineage_3654",0,0,0,13,0,0,0,1,13,NA
"Lineage_3659",6,1,0,0,0.857142857142857,0.142857142857143,0,0,7,0.591672778582327
"Lineage_366",5,0,3,0,0.625,0,0.375,0,8,0.696212260125146
"Lineage_3661",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_3662",0,0,6,0,0,0,1,0,6,1
"Lineage_3663",0,0,0,7,0,0,0,1,7,NA
"Lineage_3664",0,0,0,3,0,0,0,1,3,NA
"Lineage_3667",3,3,4,0,0.3,0.3,0.4,0,10,1
"Lineage_3669",0,0,3,10,0,0,0.230769230769231,0.769230769230769,13,NA
"Lineage_3671",0,0,29,17,0,0,0.630434782608696,0.369565217391304,46,NA
"Lineage_3672",0,0,0,11,0,0,0,1,11,NA
"Lineage_3678",2,0,5,0,0.285714285714286,0,0.714285714285714,0,7,0.940285958670631
"Lineage_3679",0,0,3,0,0,0,1,0,3,1
"Lineage_368",0,2,0,0,0,1,0,0,2,0
"Lineage_3681",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_3682",0,0,1,54,0,0,0.0181818181818182,0.981818181818182,55,NA
"Lineage_3684",0,0,0,1,0,0,0,1,1,NA
"Lineage_3687",0,0,2,0,0,0,1,0,2,1
"Lineage_3690",8,0,10,0,0.444444444444444,0,0.555555555555556,0,18,0.852405178649479
"Lineage_3693",0,0,0,4,0,0,0,1,4,NA
"Lineage_3695",0,6,0,0,0,1,0,0,6,0
"Lineage_3696",1,0,0,0,1,0,0,0,1,0
"Lineage_37",0,0,7,0,0,0,1,0,7,1
"Lineage_3702",2,0,4,0,0.333333333333333,0,0.666666666666667,0,6,0.91829583405449
"Lineage_3703",0,0,5,0,0,0,1,0,5,1
"Lineage_3707",1,0,17,5,0.0434782608695652,0,0.739130434782609,0.217391304347826,23,NA
"Lineage_3708",1,0,0,0,1,0,0,0,1,0
"Lineage_3709",1,0,0,0,1,0,0,0,1,0
"Lineage_3711",0,0,4,0,0,0,1,0,4,1
"Lineage_3712",0,0,4,1,0,0,0.8,0.2,5,NA
"Lineage_3715",4,0,0,0,1,0,0,0,4,0
"Lineage_3716",0,7,2,0,0,0.777777777777778,0.222222222222222,0,9,0.503258334775646
"Lineage_3717",0,0,3,0,0,0,1,0,3,1
"Lineage_3718",0,0,30,0,0,0,1,0,30,1
"Lineage_372",9,0,0,0,1,0,0,0,9,0
"Lineage_3728",7,0,1,0,0.875,0,0.125,0,8,0.337290066617014
"Lineage_3730",0,0,3,0,0,0,1,0,3,1
"Lineage_3731",3,0,0,0,1,0,0,0,3,0
"Lineage_3733",0,0,0,7,0,0,0,1,7,NA
"Lineage_3734",3,0,3,0,0.5,0,0.5,0,6,0.811278124459133
"Lineage_3735",0,0,3,7,0,0,0.3,0.7,10,NA
"Lineage_3736",1,0,12,0,0.0769230769230769,0,0.923076923076923,0,13,0.995727452084926
"Lineage_3738",0,11,2,0,0,0.846153846153846,0.153846153846154,0,13,0.391243563629256
"Lineage_3739",0,0,1,0,0,0,1,0,1,1
"Lineage_374",0,15,0,0,0,1,0,0,15,0
"Lineage_3747",15,0,7,0,0.681818181818182,0,0.318181818181818,0,22,0.632130278121971
"Lineage_3748",0,0,3,0,0,0,1,0,3,1
"Lineage_375",8,0,3,0,0.727272727272727,0,0.272727272727273,0,11,0.574635697837679
"Lineage_3753",0,3,0,0,0,1,0,0,3,0
"Lineage_3756",0,0,10,0,0,0,1,0,10,1
"Lineage_3759",4,0,0,0,1,0,0,0,4,0
"Lineage_3762",0,8,0,0,0,1,0,0,8,0
"Lineage_3763",0,0,0,2,0,0,0,1,2,NA
"Lineage_3765",0,1,0,0,0,1,0,0,1,0
"Lineage_3766",0,0,0,2,0,0,0,1,2,NA
"Lineage_3767",0,0,0,9,0,0,0,1,9,NA
"Lineage_3768",0,1,0,0,0,1,0,0,1,0
"Lineage_3771",8,0,3,0,0.727272727272727,0,0.272727272727273,0,11,0.574635697837679
"Lineage_3772",1,0,0,0,1,0,0,0,1,0
"Lineage_3775",0,0,0,23,0,0,0,1,23,NA
"Lineage_3776",0,3,0,0,0,1,0,0,3,0
"Lineage_3778",0,0,9,18,0,0,0.333333333333333,0.666666666666667,27,NA
"Lineage_378",0,0,2,4,0,0,0.333333333333333,0.666666666666667,6,NA
"Lineage_3786",0,0,10,31,0,0,0.24390243902439,0.75609756097561,41,NA
"Lineage_3789",0,0,0,4,0,0,0,1,4,NA
"Lineage_3790",0,0,13,12,0,0,0.52,0.48,25,NA
"Lineage_3792",0,0,4,0,0,0,1,0,4,1
"Lineage_3798",0,0,17,0,0,0,1,0,17,1
"Lineage_38",7,1,6,0,0.5,0.0714285714285714,0.428571428571429,0,14,0.863120568566631
"Lineage_3801",2,3,3,1,0.222222222222222,0.333333333333333,0.333333333333333,0.111111111111111,9,NA
"Lineage_3804",19,27,4,0,0.38,0.54,0.08,0,50,0.981453895033654
"Lineage_3807",0,3,0,0,0,1,0,0,3,0
"Lineage_3808",0,0,0,9,0,0,0,1,9,NA
"Lineage_3809",0,5,0,0,0,1,0,0,5,0
"Lineage_3814",6,0,0,0,1,0,0,0,6,0
"Lineage_3816",0,3,0,0,0,1,0,0,3,0
"Lineage_382",0,0,1,0,0,0,1,0,1,1
"Lineage_3824",0,1,0,0,0,1,0,0,1,0
"Lineage_3827",5,31,1,0,0.135135135135135,0.837837837837838,0.027027027027027,0,37,0.606448190149152
"Lineage_383",0,0,12,0,0,0,1,0,12,1
"Lineage_3830",0,11,0,0,0,1,0,0,11,0
"Lineage_3838",0,0,0,1,0,0,0,1,1,NA
"Lineage_384",0,0,0,9,0,0,0,1,9,NA
"Lineage_3840",10,36,4,0,0.2,0.72,0.08,0,50,0.795040279384522
"Lineage_3846",0,11,2,0,0,0.846153846153846,0.153846153846154,0,13,0.391243563629256
"Lineage_3847",0,0,4,0,0,0,1,0,4,1
"Lineage_3849",0,0,5,0,0,0,1,0,5,1
"Lineage_385",7,0,1,0,0.875,0,0.125,0,8,0.337290066617014
"Lineage_3850",7,5,1,0,0.538461538461538,0.384615384615385,0.0769230769230769,0,13,0.982858689712706
"Lineage_3851",0,0,58,21,0,0,0.734177215189873,0.265822784810127,79,NA
"Lineage_3852",0,0,5,0,0,0,1,0,5,1
"Lineage_3854",0,3,0,0,0,1,0,0,3,0
"Lineage_3857",0,4,0,0,0,1,0,0,4,0
"Lineage_3860",0,0,5,0,0,0,1,0,5,1
"Lineage_3863",0,0,0,5,0,0,0,1,5,NA
"Lineage_3864",0,0,4,0,0,0,1,0,4,1
"Lineage_3867",0,0,7,6,0,0,0.538461538461538,0.461538461538462,13,NA
"Lineage_3868",0,1,5,1,0,0.142857142857143,0.714285714285714,0.142857142857143,7,NA
"Lineage_3869",17,41,8,2,0.25,0.602941176470588,0.117647058823529,0.0294117647058824,68,NA
"Lineage_3870",0,2,0,0,0,1,0,0,2,0
"Lineage_3872",8,8,0,0,0.5,0.5,0,0,16,1
"Lineage_3873",0,0,15,1,0,0,0.9375,0.0625,16,NA
"Lineage_3875",0,0,5,0,0,0,1,0,5,1
"Lineage_3876",4,0,0,0,1,0,0,0,4,0
"Lineage_3877",0,0,5,0,0,0,1,0,5,1
"Lineage_3878",3,1,1,0,0.6,0.2,0.2,0,5,0.881290899230693
"Lineage_3883",0,0,0,6,0,0,0,1,6,NA
"Lineage_3884",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_3886",0,2,9,2,0,0.153846153846154,0.692307692307692,0.153846153846154,13,NA
"Lineage_3887",12,6,13,0,0.387096774193548,0.193548387096774,0.419354838709677,0,31,0.9728063221185
"Lineage_3888",5,2,2,0,0.555555555555556,0.222222222222222,0.222222222222222,0,9,0.91829583405449
"Lineage_389",0,0,6,0,0,0,1,0,6,1
"Lineage_3893",0,0,0,3,0,0,0,1,3,NA
"Lineage_3895",8,0,5,0,0.615384615384615,0,0.384615384615385,0,13,0.706274089187601
"Lineage_3897",0,2,4,0,0,0.333333333333333,0.666666666666667,0,6,0.91829583405449
"Lineage_3899",0,0,6,0,0,0,1,0,6,1
"Lineage_39",0,1,0,0,0,1,0,0,1,0
"Lineage_3900",5,0,3,0,0.625,0,0.375,0,8,0.696212260125146
"Lineage_3902",0,0,1,17,0,0,0.0555555555555556,0.944444444444444,18,NA
"Lineage_3903",6,0,0,0,1,0,0,0,6,0
"Lineage_3904",3,0,0,10,0.230769230769231,0,0,0.769230769230769,13,NA
"Lineage_3905",0,0,6,1,0,0,0.857142857142857,0.142857142857143,7,NA
"Lineage_3906",12,0,3,0,0.8,0,0.2,0,15,0.468995593589281
"Lineage_3908",3,0,0,0,1,0,0,0,3,0
"Lineage_391",0,0,3,0,0,0,1,0,3,1
"Lineage_3910",7,0,0,0,1,0,0,0,7,0
"Lineage_3911",0,1,11,0,0,0.0833333333333333,0.916666666666667,0,12,0.99498482818597
"Lineage_3914",11,9,4,0,0.458333333333333,0.375,0.166666666666667,0,24,0.99498482818597
"Lineage_3916",0,0,13,0,0,0,1,0,13,1
"Lineage_3919",0,0,0,4,0,0,0,1,4,NA
"Lineage_392",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_3922",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_3923",0,0,2,0,0,0,1,0,2,1
"Lineage_3924",1,8,0,0,0.111111111111111,0.888888888888889,0,0,9,0.503258334775646
"Lineage_3925",0,0,1,69,0,0,0.0142857142857143,0.985714285714286,70,NA
"Lineage_3927",0,18,0,24,0,0.428571428571429,0,0.571428571428571,42,NA
"Lineage_3928",0,0,2,0,0,0,1,0,2,1
"Lineage_3929",0,0,4,0,0,0,1,0,4,1
"Lineage_3932",0,0,4,36,0,0,0.1,0.9,40,NA
"Lineage_3935",3,2,1,0,0.5,0.333333333333333,0.166666666666667,0,6,0.979868756651153
"Lineage_3938",1,0,0,0,1,0,0,0,1,0
"Lineage_394",33,1,6,0,0.825,0.025,0.15,0,40,0.468995593589281
"Lineage_3940",0,0,0,6,0,0,0,1,6,NA
"Lineage_3942",0,0,6,0,0,0,1,0,6,1
"Lineage_3945",0,0,7,0,0,0,1,0,7,1
"Lineage_3948",0,0,1,7,0,0,0.125,0.875,8,NA
"Lineage_395",0,0,0,3,0,0,0,1,3,NA
"Lineage_3952",0,8,1,0,0,0.888888888888889,0.111111111111111,0,9,0.309543429150325
"Lineage_3953",0,0,4,0,0,0,1,0,4,1
"Lineage_3958",1,2,3,0,0.166666666666667,0.333333333333333,0.5,0,6,0.979868756651153
"Lineage_3959",3,0,0,0,1,0,0,0,3,0
"Lineage_396",0,3,2,0,0,0.6,0.4,0,5,0.721928094887362
"Lineage_3960",0,0,2,0,0,0,1,0,2,1
"Lineage_3961",0,0,28,0,0,0,1,0,28,1
"Lineage_3962",0,0,7,0,0,0,1,0,7,1
"Lineage_3964",8,0,1,0,0.888888888888889,0,0.111111111111111,0,9,0.309543429150325
"Lineage_3966",0,0,5,26,0,0,0.161290322580645,0.838709677419355,31,NA
"Lineage_3971",0,0,1,0,0,0,1,0,1,1
"Lineage_3972",0,0,0,17,0,0,0,1,17,NA
"Lineage_3976",0,0,4,0,0,0,1,0,4,1
"Lineage_3977",0,0,1,0,0,0,1,0,1,1
"Lineage_3978",3,9,4,0,0.1875,0.5625,0.25,0,16,0.896038232534557
"Lineage_3979",0,0,0,10,0,0,0,1,10,NA
"Lineage_398",0,1,14,11,0,0.0384615384615385,0.538461538461538,0.423076923076923,26,NA
"Lineage_3987",0,0,3,1,0,0,0.75,0.25,4,NA
"Lineage_399",0,2,8,0,0,0.2,0.8,0,10,0.970950594454669
"Lineage_3990",0,0,6,0,0,0,1,0,6,1
"Lineage_3993",0,0,7,0,0,0,1,0,7,1
"Lineage_3994",0,0,2,2,0,0,0.5,0.5,4,NA
"Lineage_3996",0,0,2,0,0,0,1,0,2,1
"Lineage_3998",0,2,0,0,0,1,0,0,2,0
"Lineage_3999",0,0,3,0,0,0,1,0,3,1
"Lineage_4",0,0,0,6,0,0,0,1,6,NA
"Lineage_4000",9,0,0,0,1,0,0,0,9,0
"Lineage_4003",2,0,0,0,1,0,0,0,2,0
"Lineage_4004",0,0,8,8,0,0,0.5,0.5,16,NA
"Lineage_4005",0,0,5,0,0,0,1,0,5,1
"Lineage_4007",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_4009",1,0,5,0,0.166666666666667,0,0.833333333333333,0,6,0.979868756651153
"Lineage_401",0,0,22,0,0,0,1,0,22,1
"Lineage_4010",0,0,4,0,0,0,1,0,4,1
"Lineage_4011",0,12,4,0,0,0.75,0.25,0,16,0.543564443199596
"Lineage_4012",0,0,0,3,0,0,0,1,3,NA
"Lineage_4013",0,8,0,0,0,1,0,0,8,0
"Lineage_4018",0,3,0,0,0,1,0,0,3,0
"Lineage_4023",0,0,0,7,0,0,0,1,7,NA
"Lineage_4025",6,1,0,0,0.857142857142857,0.142857142857143,0,0,7,0.591672778582327
"Lineage_4028",1,0,0,0,1,0,0,0,1,0
"Lineage_4029",3,2,0,0,0.6,0.4,0,0,5,0.970950594454669
"Lineage_4030",3,0,0,0,1,0,0,0,3,0
"Lineage_4032",4,0,3,0,0.571428571428571,0,0.428571428571429,0,7,0.74959525725948
"Lineage_4034",0,0,0,10,0,0,0,1,10,NA
"Lineage_4035",0,0,4,0,0,0,1,0,4,1
"Lineage_4039",0,0,4,0,0,0,1,0,4,1
"Lineage_4041",0,0,10,0,0,0,1,0,10,1
"Lineage_4042",0,0,1,29,0,0,0.0333333333333333,0.966666666666667,30,NA
"Lineage_4043",0,0,2,6,0,0,0.25,0.75,8,NA
"Lineage_4045",10,0,13,0,0.434782608695652,0,0.565217391304348,0,23,0.858981037042596
"Lineage_4048",0,0,5,2,0,0,0.714285714285714,0.285714285714286,7,NA
"Lineage_405",18,2,5,0,0.72,0.08,0.2,0,25,0.68007704572828
"Lineage_4052",0,0,0,2,0,0,0,1,2,NA
"Lineage_4055",0,0,11,4,0,0,0.733333333333333,0.266666666666667,15,NA
"Lineage_4058",8,3,1,0,0.666666666666667,0.25,0.0833333333333333,0,12,0.870864469235364
"Lineage_4061",24,17,10,0,0.470588235294118,0.333333333333333,0.196078431372549,0,51,0.986367607290709
"Lineage_4064",0,0,6,0,0,0,1,0,6,1
"Lineage_4065",8,0,1,0,0.888888888888889,0,0.111111111111111,0,9,0.309543429150325
"Lineage_4069",0,0,2,0,0,0,1,0,2,1
"Lineage_407",0,12,1,0,0,0.923076923076923,0.0769230769230769,0,13,0.235193381819241
"Lineage_4070",0,0,4,0,0,0,1,0,4,1
"Lineage_4072",7,0,10,0,0.411764705882353,0,0.588235294117647,0,17,0.873981048127358
"Lineage_4074",7,3,1,0,0.636363636363636,0.272727272727273,0.0909090909090909,0,11,0.902393282794979
"Lineage_4076",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_4077",0,0,5,0,0,0,1,0,5,1
"Lineage_4083",0,0,12,0,0,0,1,0,12,1
"Lineage_4086",0,0,12,2,0,0,0.857142857142857,0.142857142857143,14,NA
"Lineage_4087",4,1,1,1,0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143,7,NA
"Lineage_4090",5,0,0,0,1,0,0,0,5,0
"Lineage_4093",0,0,1,0,0,0,1,0,1,1
"Lineage_4095",0,0,1,5,0,0,0.166666666666667,0.833333333333333,6,NA
"Lineage_4101",0,0,0,17,0,0,0,1,17,NA
"Lineage_4102",14,0,1,0,0.933333333333333,0,0.0666666666666667,0,15,0.210842300318532
"Lineage_4106",3,0,0,0,1,0,0,0,3,0
"Lineage_4107",0,0,0,5,0,0,0,1,5,NA
"Lineage_4109",0,0,0,5,0,0,0,1,5,NA
"Lineage_4113",0,0,6,0,0,0,1,0,6,1
"Lineage_4115",0,0,0,8,0,0,0,1,8,NA
"Lineage_4116",0,7,0,0,0,1,0,0,7,0
"Lineage_4119",6,0,0,0,1,0,0,0,6,0
"Lineage_412",0,0,2,7,0,0,0.222222222222222,0.777777777777778,9,NA
"Lineage_4123",0,16,2,0,0,0.888888888888889,0.111111111111111,0,18,0.309543429150325
"Lineage_4124",3,0,2,0,0.6,0,0.4,0,5,0.721928094887362
"Lineage_4129",4,2,3,0,0.444444444444444,0.222222222222222,0.333333333333333,0,9,0.964078764808229
"Lineage_4133",1,19,0,1,0.0476190476190476,0.904761904761905,0,0.0476190476190476,21,NA
"Lineage_4134",0,0,5,0,0,0,1,0,5,1
"Lineage_4140",3,0,0,0,1,0,0,0,3,0
"Lineage_4141",5,18,3,0,0.192307692307692,0.692307692307692,0.115384615384615,0,26,0.811278124459133
"Lineage_4143",0,0,0,2,0,0,0,1,2,NA
"Lineage_4144",0,2,0,0,0,1,0,0,2,0
"Lineage_4145",0,6,17,0,0,0.260869565217391,0.739130434782609,0,23,0.950337669971027
"Lineage_4148",4,1,1,0,0.666666666666667,0.166666666666667,0.166666666666667,0,6,0.811278124459133
"Lineage_415",5,19,3,0,0.185185185185185,0.703703703703704,0.111111111111111,0,27,0.796269936882438
"Lineage_4150",6,0,2,0,0.75,0,0.25,0,8,0.543564443199596
"Lineage_4151",2,2,5,0,0.222222222222222,0.222222222222222,0.555555555555556,0,9,1
"Lineage_4152",0,0,9,0,0,0,1,0,9,1
"Lineage_4157",0,0,1,7,0,0,0.125,0.875,8,NA
"Lineage_416",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_4169",0,2,0,0,0,1,0,0,2,0
"Lineage_417",5,21,3,0,0.172413793103448,0.724137931034483,0.103448275862069,0,29,0.76765158701258
"Lineage_4178",5,0,1,0,0.833333333333333,0,0.166666666666667,0,6,0.413816850303634
"Lineage_4180",7,0,0,0,1,0,0,0,7,0
"Lineage_4184",0,26,0,0,0,1,0,0,26,0
"Lineage_4185",0,3,0,0,0,1,0,0,3,0
"Lineage_4189",0,1,2,2,0,0.2,0.4,0.4,5,NA
"Lineage_4190",3,7,3,0,0.230769230769231,0.538461538461538,0.230769230769231,0,13,0.930586129131993
"Lineage_4192",7,0,0,0,1,0,0,0,7,0
"Lineage_4194",0,0,7,0,0,0,1,0,7,1
"Lineage_4195",9,0,0,0,1,0,0,0,9,0
"Lineage_4196",0,0,1,3,0,0,0.25,0.75,4,NA
"Lineage_42",0,0,5,0,0,0,1,0,5,1
"Lineage_4202",0,0,6,0,0,0,1,0,6,1
"Lineage_4205",0,0,0,16,0,0,0,1,16,NA
"Lineage_4207",0,0,0,6,0,0,0,1,6,NA
"Lineage_4209",2,1,6,0,0.222222222222222,0.111111111111111,0.666666666666667,0,9,0.991076059838222
"Lineage_4210",0,4,7,0,0,0.363636363636364,0.636363636363636,0,11,0.902393282794979
"Lineage_4211",1,0,0,0,1,0,0,0,1,0
"Lineage_4212",9,0,0,0,1,0,0,0,9,0
"Lineage_4216",9,6,3,0,0.5,0.333333333333333,0.166666666666667,0,18,0.979868756651153
"Lineage_4217",0,4,1,0,0,0.8,0.2,0,5,0.468995593589281
"Lineage_4219",9,0,0,0,1,0,0,0,9,0
"Lineage_422",0,0,7,0,0,0,1,0,7,1
"Lineage_4224",0,0,7,0,0,0,1,0,7,1
"Lineage_4226",1,0,43,0,0.0227272727272727,0,0.977272727272727,0,44,0.999627371057461
"Lineage_4229",0,0,7,0,0,0,1,0,7,1
"Lineage_4231",0,9,0,0,0,1,0,0,9,0
"Lineage_4233",0,1,0,0,0,1,0,0,1,0
"Lineage_4234",6,5,31,0,0.142857142857143,0.119047619047619,0.738095238095238,0,42,0.999591034189098
"Lineage_4237",4,10,2,0,0.25,0.625,0.125,0,16,0.896038232534557
"Lineage_4241",0,1,13,0,0,0.0714285714285714,0.928571428571429,0,14,0.996316519558962
"Lineage_4243",0,34,0,0,0,1,0,0,34,0
"Lineage_4244",8,4,2,0,0.571428571428571,0.285714285714286,0.142857142857143,0,14,0.940285958670631
"Lineage_4245",0,0,0,12,0,0,0,1,12,NA
"Lineage_4248",8,23,0,0,0.258064516129032,0.741935483870968,0,0,31,0.823811633312317
"Lineage_4249",1,0,2,0,0.333333333333333,0,0.666666666666667,0,3,0.91829583405449
"Lineage_4250",0,4,0,0,0,1,0,0,4,0
"Lineage_4256",27,7,52,0,0.313953488372093,0.0813953488372093,0.604651162790698,0,86,0.960627661322115
"Lineage_4257",8,0,0,0,1,0,0,0,8,0
"Lineage_4258",0,0,0,13,0,0,0,1,13,NA
"Lineage_4259",0,0,2,0,0,0,1,0,2,1
"Lineage_4261",0,0,6,0,0,0,1,0,6,1
"Lineage_4264",2,0,2,0,0.5,0,0.5,0,4,0.811278124459133
"Lineage_4268",13,0,0,0,1,0,0,0,13,0
"Lineage_427",0,0,0,4,0,0,0,1,4,NA
"Lineage_4270",0,3,4,0,0,0.428571428571429,0.571428571428571,0,7,0.863120568566631
"Lineage_4274",0,0,4,0,0,0,1,0,4,1
"Lineage_4275",0,0,3,0,0,0,1,0,3,1
"Lineage_4276",0,4,8,11,0,0.173913043478261,0.347826086956522,0.478260869565217,23,NA
"Lineage_4277",0,7,0,0,0,1,0,0,7,0
"Lineage_4278",9,0,4,0,0.692307692307692,0,0.307692307692308,0,13,0.619382194678764
"Lineage_4279",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
